Code commune,Libell? des communes,Typo degr? de densit?,R?gion,Population municipale 2016,Part population dense (1),Part population interm?diaire (2),Part population peu dense (3),Part population tr?s peu dense (4)
70124,Champtonnay,4,27,100,0%,0%,0%,100%
70125,Champvans,3,27,185,0%,0%,100%,0%
70126,Chancey,4,27,205,0%,0%,0%,100%
70127,Chantes,4,27,126,0%,0%,0%,100%
70128,La Chapelle-l?s-Luxeuil,3,27,395,0%,0%,"98,9417989417989%","1,05820105820106%"
70129,La Chapelle-Saint-Quillain,4,27,153,0%,0%,0%,100%
70130,Charcenne,3,27,348,0%,0%,"99,0610328638498%","0,938967136150235%"
70132,Chargey-l?s-Gray,3,27,801,0%,0%,"97,7561705310396%","2,24382946896036%"
70133,Chargey-l?s-Port,4,27,245,0%,0%,0%,100%
70134,Chariez,4,27,212,0%,0%,0%,100%
70135,Charmes-Saint-Valbert,4,27,43,0%,0%,0%,100%
70136,Charmoille,3,27,493,0%,0%,"96,3402571711177%","3,65974282888229%"
70137,Chassey-l?s-Montbozon,4,27,223,0%,0%,0%,100%
70138,Chassey-l?s-Scey,4,27,137,0%,0%,0%,100%
70140,Chteney,4,27,60,0%,0%,0%,100%
70141,Chtenois,4,27,129,0%,0%,0%,100%
70142,Chaumercenne,4,27,184,0%,0%,0%,100%
70143,Chauvirey-le-Chtel,4,27,126,0%,0%,0%,100%
70144,Chauvirey-le-Vieil,4,27,34,0%,0%,0%,100%
70145,Chaux-la-Loti?re,3,27,452,0%,0%,"74,9148694665153%","25,0851305334847%"
70146,Chaux-l?s-Port,4,27,157,0%,0%,0%,100%
70147,Chavanne,3,27,237,0%,0%,0%,100%
70148,Chemilly,4,27,89,0%,0%,0%,100%
70149,Chenebier,3,27,714,0%,0%,"99,7157071783937%","0,284292821606254%"
70150,Chenevrey-et-Morogne,4,27,306,0%,0%,0%,100%
70151,Chevigney,4,27,36,0%,0%,0%,100%
70152,Choye,3,27,484,0%,0%,100%,0%
70153,Cintrey,4,27,97,0%,0%,0%,100%
70154,Cirey,4,27,369,0%,0%,0%,100%
70155,Citers,3,27,779,0%,0%,"98,6309894212819%","1,36901057871811%"
70156,Citey,4,27,102,0%,0%,0%,100%
70157,Clairegoutte,3,27,386,0%,0%,100%,0%
70158,Clans,3,27,110,0%,0%,"97,0731707317073%","2,92682926829268%"
70159,Cogni?res,4,27,91,0%,0%,0%,100%
70160,Coisevaux,3,27,342,0%,0%,"98,1927710843373%","1,80722891566265%"
70162,Colombe-l?s-Vesoul,3,27,490,0%,0%,100%,0%
70163,Colombier,3,27,455,0%,0%,"92,6881720430107%","7,31182795698925%"
70164,Colombotte,4,27,86,0%,0%,0%,100%
70165,Combeaufontaine,3,27,588,0%,0%,"99,8093422306959%","0,190657769304099%"
70166,Comberjon,4,27,173,0%,0%,"1,88679245283019%","98,1132075471698%"
70167,Conflandey,3,27,377,0%,0%,"99,1655076495132%","0,834492350486787%"
70168,Conflans-sur-Lanterne,3,27,640,0%,0%,"99,0074441687345%","0,992555831265509%"
70169,Confracourt,4,27,220,0%,0%,0%,100%
70170,Contr?glise,4,27,118,0%,0%,0%,100%
70171,Corbenay,3,27,1319,0%,0%,"98,8290398126464%","1,17096018735363%"
70172,La Corbi?re,3,27,107,0%,0%,"92,6605504587156%","7,3394495412844%"
70174,Cordonnet,4,27,145,0%,0%,0%,100%
70175,Cornot,4,27,143,0%,0%,0%,100%
70176,Corravillers,4,27,192,0%,0%,0%,100%
70177,Corre,3,27,614,0%,0%,"99,4970662196144%","0,502933780385583%"
70178,La Cte,3,27,532,0%,0%,"97,9228486646884%","2,07715133531157%"
70179,Coulevon,3,27,184,0%,0%,"98,8950276243094%","1,10497237569061%"
70180,Courchaton,3,27,461,0%,0%,100%,0%
70181,Courcuire,4,27,134,0%,0%,0%,100%
70182,Courmont,4,27,129,0%,0%,0%,100%
70183,Courtesoult-et-Gatey,4,27,61,0%,0%,0%,100%
70184,Couthenans,3,27,753,0%,0%,100%,0%
70185,Cresancey,4,27,191,0%,0%,0%,100%
70186,La Creuse,4,27,77,0%,0%,0%,100%
70187,Crevans-et-la-Chapelle-l?s-Granges,3,27,267,0%,0%,"99,2202729044834%","0,779727095516569%"
70188,Creveney,3,27,59,0%,0%,"98,2456140350877%","1,75438596491228%"
70189,Cromary,3,27,245,0%,0%,0%,100%
70190,Cubry-l?s-Faverney,4,27,181,0%,0%,0%,100%
70192,Cugney,4,27,198,0%,0%,0%,100%
70193,Cult,4,27,233,0%,0%,0%,100%
70194,Cuve,3,27,154,0%,0%,0%,100%
70195,Dambenot-l?s-Colombe,4,27,281,0%,0%,0%,100%
70196,Dampierre-l?s-Conflans,4,27,275,0%,0%,"13,9165009940358%","86,0834990059642%"
70197,Dampierre-sur-Linotte,3,27,819,0%,0%,"64,9561952440551%","35,0438047559449%"
70198,Dampierre-sur-Salon,3,27,1309,0%,0%,"98,9282769991756%","1,0717230008244%"
70199,Dampvalley-l?s-Colombe,4,27,110,0%,0%,0%,100%
70200,Dampvalley-Saint-Pancras,4,27,35,0%,0%,0%,100%
70201,Delain,4,27,223,0%,0%,"93,9814814814815%","6,01851851851852%"
70202,Demangevelle,4,27,295,0%,0%,0%,100%
70203,La Demie,4,27,146,0%,0%,0%,100%
70204,Den?vre,4,27,173,0%,0%,"96,8847352024922%","3,11526479750779%"
70205,chavanne,3,27,208,0%,0%,"99,0783410138249%","0,921658986175115%"
70206,chenans-sous-Mont-Vaudois,3,27,528,0%,0%,"99,637352674524%","0,362647325475975%"
70207,chenoz-la-M?line,2,27,3291,0%,"93,0768042033689%","6,92319579663112%",0%
70208,chenoz-le-Sec,3,27,314,0%,0%,0%,100%
70210,cromagny,4,27,161,0%,0%,0%,100%
70211,cuelle,4,27,75,0%,0%,0%,100%
70213,huns,4,27,243,0%,0%,0%,100%
70214,quevilley,4,27,130,0%,0%,0%,100%
70215,Errevet,3,27,262,0%,0%,"98,3673469387755%","1,63265306122449%"
70216,Esboz-Brest,3,27,462,0%,0%,"56,0081466395112%","43,9918533604888%"
70217,Esmouli?res,4,27,97,0%,0%,0%,100%
70218,Esmoulins,4,27,138,0%,0%,"97,6744186046512%","2,32558139534884%"
70219,Esprels,3,27,747,0%,0%,"93,6066712995136%","6,39332870048645%"
70220,Essertenne-et-Cecey,3,27,417,0%,0%,"98,5365853658537%","1,46341463414634%"
70221,tobon,3,27,303,0%,0%,"98,3792544570502%","1,62074554294976%"
70222,trelles-et-la-Montbleuse,4,27,79,0%,0%,0%,100%
70224,tuz,3,27,675,0%,0%,"99,2619926199262%","0,738007380073801%"
70225,Fahy-l?s-Autrey,4,27,118,0%,0%,0%,100%
70226,Fallon,3,27,308,0%,0%,100%,0%
70227,Faucogney-et-la-Mer,3,27,570,0%,0%,"92,1775898520085%","7,82241014799154%"
70228,Faverney,3,27,967,0%,0%,"92,0833333333333%","7,91666666666667%"
70229,Faymont,4,27,268,0%,0%,0%,100%
70230,F?dry,4,27,99,0%,0%,0%,100%
70231,Ferri?res-l?s-Ray,4,27,36,0%,0%,0%,100%
70232,Ferri?res-l?s-Scey,4,27,130,0%,0%,"6,61764705882353%","93,3823529411765%"
70233,Les Fessey,3,27,140,0%,0%,"61,9402985074627%","38,0597014925373%"
70234,Filain,3,27,238,0%,0%,"86,6071428571429%","13,3928571428571%"
70235,Flagy,4,27,157,0%,0%,0%,100%
70236,Fleurey-l?s-Faverney,3,27,471,0%,0%,"99,5670995670996%","0,432900432900433%"
70237,Fleurey-l?s-Lavoncourt,4,27,100,0%,0%,0%,100%
70238,Fleurey-l?s-Saint-Loup,4,27,136,0%,0%,0%,100%
70239,Fondremand,4,27,202,0%,0%,0%,100%
70240,Fontaine-l?s-Luxeuil,3,27,1385,0%,0%,"90,0688655309895%","9,93113446901051%"
70242,Fontenois-la-Ville,4,27,136,0%,0%,0%,100%
70243,Fontenois-l?s-Montbozon,3,27,333,0%,0%,0%,100%
70244,Fouch?court,3,27,109,0%,0%,"95,5156950672646%","4,48430493273543%"
70245,Fougerolles-Saint-Valbert,3,27,4004,0%,0%,"92,7544403721455%","7,24555962785453%"
70247,Fouvent-Saint-Andoche,4,27,224,0%,0%,0%,100%
70248,Frahier-et-Chatebier,3,27,1381,0%,0%,"91,7385057471264%","8,26149425287356%"
70249,Francalmont,4,27,125,0%,0%,0%,100%
70250,Franchevelle,3,27,423,0%,0%,"98,5347985347985%","1,46520146520147%"
70251,Francourt,4,27,108,0%,0%,0%,100%
70252,Framont,4,27,177,0%,0%,0%,100%
70253,Frasne-le-Chteau,3,27,317,0%,0%,"97,1383147853736%","2,86168521462639%"
70254,Fr?d?ric-Fontaine,3,27,268,0%,0%,"99,6204933586338%","0,379506641366224%"
70255,Fresne-Saint-Mam?s,3,27,513,0%,0%,"98,3419689119171%","1,6580310880829%"
70256,Fresse,3,27,746,0%,0%,"93,7669376693767%","6,23306233062331%"
70257,Fretigney-et-Velloreille,3,27,743,0%,0%,"98,9562948467058%","1,04370515329419%"
70258,Froideconche,2,27,2026,0%,"70,0542673902319%","29,0577207696103%","0,888011840157869%"
70259,Froideterre,3,27,380,0%,0%,"98,6282578875171%","1,37174211248285%"
70260,Frotey-l?s-Lure,3,27,731,0%,0%,"99,1240875912409%","0,875912408759124%"
70261,Frotey-l?s-Vesoul,2,27,1471,0%,"99,0106544901065%","0,91324200913242%","0,076103500761035%"
70262,Genevreuille,4,27,173,0%,0%,0%,100%
70263,Genevrey,4,27,251,0%,0%,0%,100%
70264,Georfans,4,27,60,0%,0%,0%,100%
70265,Germigney,4,27,170,0%,0%,0%,100%
70267,Gevigney-et-Mercey,3,27,483,0%,0%,"97,6008724100327%","2,39912758996728%"
70268,G?zier-et-Fontenelay,4,27,210,0%,0%,0%,100%
70269,Girefontaine,4,27,38,0%,0%,0%,100%
70271,Gouhenans,3,27,405,0%,0%,"99,7652582159624%","0,234741784037559%"
70272,Gourgeon,4,27,239,0%,0%,0%,100%
70273,Grammont,4,27,66,0%,0%,0%,100%
70274,Grandecourt,4,27,44,0%,0%,0%,100%
70275,Grandvelle-et-le-Perrenot,3,27,373,0%,0%,"84,4327176781003%","15,5672823218997%"
70276,Granges-la-Ville,3,27,196,0%,0%,100%,0%
70277,Granges-le-Bourg,3,27,390,0%,0%,"99,4535519125683%","0,546448087431694%"
70278,Grattery,4,27,217,0%,0%,0%,100%
70279,Gray,2,27,5860,0%,"95,8798613785137%","3,45591066615325%","0,664227955333077%"
70280,Gray-la-Ville,2,27,1000,0%,"69,60933536276%","30,39066463724%",0%
70282,Gy,3,27,1099,0%,0%,"98,6451276706618%","1,3548723293382%"
70283,Haut-du-Them-Chteau-Lambert,3,27,444,0%,0%,"85,0402761795167%","14,9597238204833%"
70284,Hautevelle,4,27,273,0%,0%,0%,100%
70285,H?ricourt,2,27,10910,0%,"95,0530743040256%","4,77668736230723%","0,170238333667134%"
70286,Hugier,4,27,129,0%,0%,0%,100%
70287,Hurecourt,4,27,43,0%,0%,0%,100%
70288,Hyet,3,27,123,0%,0%,"98,2832618025751%","1,71673819742489%"
70289,Igny,4,27,194,0%,0%,0%,100%
70290,Jasney,4,27,256,0%,0%,0%,100%
70291,Jonvelle,4,27,128,0%,0%,0%,100%
70292,Jussey,3,27,1688,0%,0%,"83,2537517053206%","16,7462482946794%"
70293,Lambrey,4,27,87,0%,0%,0%,100%
70294,Lantenot,3,27,357,0%,0%,"98,6504723346829%","1,34952766531714%"
70295,La Lanterne-et-les-Armonts,4,27,215,0%,0%,0%,100%
70296,Larians-et-Munans,3,27,256,0%,0%,"97,6470588235294%","2,35294117647059%"
70297,Larret,4,27,61,0%,0%,0%,100%
70298,Lavigney,4,27,128,0%,0%,0%,100%
70299,Lavoncourt,3,27,318,0%,0%,"99,3620414673046%","0,637958532695375%"
70301,Lieffrans,4,27,59,0%,0%,0%,100%
70302,Lieucourt,4,27,80,0%,0%,0%,100%
70303,Li?vans,4,27,146,0%,0%,0%,100%
70304,Linexert,3,27,132,0%,0%,100%,0%
70305,Loeuilley,4,27,109,0%,0%,0%,100%
70306,Lomont,3,27,446,0%,0%,"73,3063700707786%","26,6936299292214%"
70307,Longevelle,4,27,135,0%,0%,0%,100%
70308,La Longine,4,27,234,0%,0%,0%,100%
70309,Loulans-Verchamp,3,27,469,0%,0%,"96,8421052631579%","3,15789473684211%"
70310,Lure,2,27,8450,0%,"97,7699530516432%","2,02001482579689%","0,210032122559921%"
70311,Luxeuil-les-Bains,2,27,7019,0%,"94,9288664525012%","4,85696802814747%","0,214165519351384%"
70312,Luze,3,27,729,0%,0%,"99,4634473507713%","0,536552649228706%"
70313,Lyoffans,3,27,385,0%,0%,"98,4555984555985%","1,54440154440154%"
70314,Magnivray,4,27,171,0%,0%,"2,93255131964809%","97,0674486803519%"
70315,Magnoncourt,3,27,437,0%,0%,"99,5115995115995%","0,488400488400488%"
70316,Le Magnoray,4,27,96,0%,0%,0%,100%
70317,Les Magny,4,27,141,0%,0%,0%,100%
70318,Magny-Danigon,3,27,457,0%,0%,"98,9023051591657%","1,09769484083425%"
70319,Magny-Jobert,3,27,110,0%,0%,"99,1525423728814%","0,847457627118644%"
70320,Magny-l?s-Jussey,4,27,105,0%,0%,0%,100%
70321,Magny-Vernois,2,27,1378,0%,"81,6397228637413%","17,2055427251732%","1,15473441108545%"
70322,Mailleroncourt-Charette,4,27,280,0%,0%,0%,100%
70323,Mailleroncourt-Saint-Pancras,4,27,192,0%,0%,0%,100%
70324,Mailley-et-Chazelot,3,27,663,0%,0%,"99,375%","0,625%"
70325,Maizi?res,3,27,381,0%,0%,100%,0%
70326,La Malach?re,3,27,310,0%,0%,0%,100%
70327,Malans,4,27,136,0%,0%,0%,100%
70328,Malbouhans,3,27,350,0%,0%,"98,2832618025751%","1,71673819742489%"
70329,Malvillers,4,27,67,0%,0%,0%,100%
70330,Mandrevillars,3,27,249,0%,0%,100%,0%
70331,Mantoche,3,27,471,0%,0%,"98,7486965589155%","1,25130344108446%"
70332,Marast,4,27,52,0%,0%,0%,100%
70334,Marnay,3,27,1507,0%,0%,"99,2315081652257%","0,768491834774255%"
70335,Maussans,4,27,68,0%,0%,0%,100%
70336,M?lecey,3,27,152,0%,0%,"95,4372623574145%","4,56273764258555%"
70337,Melin,4,27,58,0%,0%,0%,100%
70338,Melincourt,4,27,241,0%,0%,0%,100%
70339,M?lisey,3,27,1713,0%,0%,"93,7280187573271%","6,27198124267292%"
70340,Membrey,3,27,250,0%,0%,"98,5507246376812%","1,44927536231884%"
70341,Menoux,3,27,308,0%,0%,"99,36%","0,64%"
70342,Mercey-sur-Sane,4,27,136,0%,0%,0%,100%
70343,Mersuay,4,27,297,0%,0%,"1,99335548172757%","98,0066445182724%"
70344,Meurcourt,3,27,335,0%,0%,"99,0654205607477%","0,934579439252336%"
70347,Mignavillers,3,27,343,0%,0%,"99,7289972899729%","0,2710027100271%"
70348,Moffans-et-Vacheresse,3,27,641,0%,0%,"91,7682926829268%","8,23170731707317%"
70349,Moimay,4,27,238,0%,0%,"95,1327433628319%","4,86725663716814%"
70350,Molay,4,27,68,0%,0%,0%,100%
70351,Mollans,4,27,240,0%,0%,0%,100%
70352,La Montagne,4,27,38,0%,0%,0%,100%
70353,Montagney,3,27,531,0%,0%,"97,6939203354298%","2,30607966457023%"
70355,Montarlot-l?s-Rioz,4,27,290,0%,0%,0%,100%
70356,Montboillon,4,27,269,0%,0%,0%,100%
70357,Montbozon,3,27,669,0%,0%,"99,0557129367328%","0,944287063267233%"
70358,Montcey,4,27,284,0%,0%,0%,100%
70359,Montcourt,4,27,55,0%,0%,0%,100%
70360,Montdor?,4,27,73,0%,0%,"7,19424460431655%","92,8057553956834%"
70361,Montessaux,3,27,170,0%,0%,"98,813056379822%","1,18694362017804%"
70362,Montigny-l?s-Cherlieu,4,27,161,0%,0%,0%,100%
70363,Montigny-l?s-Vesoul,3,27,686,0%,0%,"99,8498498498499%","0,15015015015015%"
70364,Montjustin-et-Velotte,4,27,127,0%,0%,0%,100%
70366,Villers-Chemin-et-Mont-l?s-trelles,4,27,122,0%,0%,0%,100%
70367,Mont-le-Vernois,4,27,170,0%,0%,"9,72972972972973%","90,2702702702703%"
70368,Montot,4,27,138,0%,0%,0%,100%
70369,Mont-Saint-L?ger,3,27,53,0%,0%,100%,0%
70371,Montureux-et-Prantigny,4,27,210,0%,0%,0%,100%
70372,Montureux-l?s-Baulay,4,27,158,0%,0%,0%,100%
70373,La Roche-Morey,4,27,278,0%,0%,0%,100%
70374,Motey-Besuche,3,27,110,0%,0%,100%,0%
70376,Nantilly,3,27,497,0%,0%,"99,572192513369%","0,427807486631016%"
70378,Navenne,2,27,1723,0%,100%,0%,0%
70380,Neurey-en-Vaux,4,27,182,0%,0%,0%,100%
70381,Neurey-l?s-la-Demie,4,27,342,0%,0%,0%,100%
70383,Neuvelle-l?s-Cromary,4,27,392,0%,0%,"43,6670687575392%","56,3329312424608%"
70384,Neuvelle-l?s-la-Charit?,4,27,229,0%,0%,0%,100%
70385,La Neuvelle-l?s-Lure,3,27,342,0%,0%,100%,0%
70386,La Neuvelle-l?s-Scey,4,27,192,0%,0%,0%,100%
70387,Noidans-le-Ferroux,3,27,715,0%,0%,"98,981077147016%","1,01892285298399%"
70388,Noidans-l?s-Vesoul,2,27,2059,0%,"98,2408990960176%","1,75910090398241%",0%
70389,Noiron,4,27,58,0%,0%,0%,100%
70390,Noroy-le-Bourg,3,27,499,0%,0%,"92,7492447129909%","7,25075528700906%"
70392,Oigney,4,27,50,0%,0%,0%,100%
70393,Oiselay-et-Grachaux,3,27,429,0%,0%,"87,8787878787879%","12,1212121212121%"
70394,Onay,4,27,63,0%,0%,0%,100%
70395,Oppenans,4,27,57,0%,0%,0%,100%
70396,Oricourt,4,27,38,0%,0%,0%,100%
70397,Ormenans,3,27,75,0%,0%,100%,0%
70398,Ormoiche,4,27,70,0%,0%,0%,100%
70399,Ormoy,4,27,222,0%,0%,0%,100%
70400,Ouge,4,27,107,0%,0%,0%,100%
70401,Ovanches,4,27,133,0%,0%,0%,100%
70402,Oyri?res,3,27,402,0%,0%,"95,8060288335518%","4,19397116644823%"
70403,Palante,3,27,240,0%,0%,100%,0%
70404,Passavant-la-Roch?re,3,27,631,0%,0%,"81,455190771961%","18,544809228039%"
70405,Pennesi?res,4,27,193,0%,0%,0%,100%
70406,Percey-le-Grand,4,27,89,0%,0%,0%,100%
70407,Perrouse,4,27,271,0%,0%,0%,100%
70408,Pesmes,3,27,1121,0%,0%,"99,1924629878869%","0,807537012113055%"
70409,Pierrecourt,4,27,111,0%,0%,0%,100%
70410,Pin,3,27,694,0%,0%,"98,862828713575%","1,13717128642502%"
70411,La Pisseure,4,27,36,0%,0%,0%,100%
70412,Plainemont,4,27,70,0%,0%,0%,100%
70413,Plancher-Bas,3,27,1999,0%,0%,"97,614818573966%","2,385181426034%"
70414,Plancher-les-Mines,3,27,1012,0%,0%,"99,2584745762712%","0,741525423728814%"
70415,Polaincourt-et-Clairefontaine,3,27,746,0%,0%,"93,0675909878683%","6,93240901213172%"
70416,Pomoy,4,27,218,0%,0%,0%,100%
70417,Pontcey,3,27,309,0%,0%,"99,0353697749196%","0,964630225080386%"
70418,La Romaine,4,27,521,0%,0%,"15,158371040724%","84,841628959276%"
70419,Pont-du-Bois,4,27,115,0%,0%,0%,100%
70420,Pont-sur-l'Ognon,4,27,70,0%,0%,0%,100%
70421,Port-sur-Sane,3,27,3057,0%,0%,"98,8543371522095%","1,14566284779051%"
70422,Poyans,4,27,144,0%,0%,0%,100%
70423,Preigney,4,27,109,0%,0%,0%,100%
70425,La Proiseli?re-et-Langle,3,27,148,0%,0%,"87,0967741935484%","12,9032258064516%"
70426,Provench?re,4,27,271,0%,0%,0%,100%
70427,Purgerot,4,27,354,0%,0%,0%,100%
70428,Pusey,3,27,1542,0%,0%,"98,5650837034506%","1,43491629654937%"
70429,Pusy-et-penoux,3,27,564,0%,0%,"99,4694960212202%","0,530503978779841%"
70430,La Quarte,4,27,65,0%,0%,0%,100%
70431,Quenoche,3,27,253,0%,0%,"98,3298538622129%","1,67014613778706%"
70432,Quers,3,27,363,0%,0%,100%,0%
70433,Quincey,2,27,1436,0%,"79,289303661163%","19,1313711414214%","1,57932519741565%"
70435,Raddon-et-Chapendu,3,27,890,0%,0%,"89,6646509070918%","10,3353490929082%"
70436,Raincourt,4,27,125,0%,0%,0%,100%
70437,Ranzevelle,4,27,18,0%,0%,0%,100%
70438,Ray-sur-Sane,4,27,211,0%,0%,0%,100%
70439,Raze,3,27,355,0%,0%,"96,2264150943396%","3,77358490566038%"
70440,Recologne,4,27,33,0%,0%,0%,100%
70441,Recologne-l?s-Rioz,4,27,252,0%,0%,0%,100%
70442,Renaucourt,4,27,108,0%,0%,100%,0%
70443,La Grande-R?sie,4,27,84,0%,0%,0%,100%
70444,La R?sie-Saint-Martin,4,27,158,0%,0%,0%,100%
70445,Rignovelle,4,27,110,0%,0%,0%,100%
70446,Rigny,3,27,605,0%,0%,"97,19703215169%","2,80296784830998%"
70447,Rioz,3,27,2352,0%,0%,"87,7969762419006%","12,2030237580994%"
70448,Roche-et-Raucourt,4,27,165,0%,0%,0%,100%
70449,Roche-sur-Linotte-et-Sorans-les-Cordiers,4,27,68,0%,0%,0%,100%
70450,La Rochelle,4,27,39,0%,0%,0%,100%
70451,Ronchamp,3,27,2799,0%,0%,"99,5580924323329%","0,441907567667096%"
70452,Rosey,4,27,279,0%,0%,0%,100%
70453,La Rosi?re,4,27,83,0%,0%,0%,100%
70454,Rosi?res-sur-Mance,4,27,51,0%,0%,0%,100%
70455,Roye,2,27,1603,0%,"75,5436600869856%","22,181331549013%","2,27500836400134%"
70456,Ruhans,4,27,161,0%,0%,0%,100%
70457,Rupt-sur-Sane,4,27,119,0%,0%,0%,100%
70459,Saint-Barth?lemy,3,27,1142,0%,0%,"97,9478409576742%","2,05215904232578%"
70460,Saint-Bresson,4,27,448,0%,0%,0%,100%
70461,Saint-Broing,4,27,118,0%,0%,0%,100%
70462,Saint-Ferjeux,4,27,78,0%,0%,0%,100%
70463,Saint-Gand,4,27,136,0%,0%,0%,100%
70464,Saint-Germain,3,27,1375,0%,0%,"99,3487698986975%","0,65123010130246%"
70466,Saint-Loup-Nantouard,4,27,118,0%,0%,0%,100%
70467,Saint-Loup-sur-Semouse,3,27,3327,0%,0%,"99,5723684210526%","0,427631578947368%"
70468,Saint-Marcel,4,27,96,0%,0%,0%,100%
70469,Sainte-Marie-en-Chanois,3,27,218,0%,0%,"94,6784922394678%","5,32150776053215%"
70470,Sainte-Marie-en-Chaux,3,27,168,0%,0%,100%,0%
70471,Sainte-Reine,4,27,33,0%,0%,0%,100%
70472,Saint-R?my-en-Comt?,3,27,575,0%,0%,"97,2850678733032%","2,71493212669683%"
70473,Saint-Sauveur,2,27,1968,0%,"75,6177433760048%","23,6677582613873%","0,714498362607919%"
70474,Saint-Sulpice,3,27,137,0%,0%,100%,0%
70476,Saponcourt,4,27,64,0%,0%,0%,100%
70477,Saulnot,3,27,759,0%,0%,"66,7496886674969%","33,2503113325031%"
70478,Saulx,3,27,930,0%,0%,"98,2597886886265%","1,74021131137352%"
70479,Sauvigney-l?s-Gray,4,27,109,0%,0%,0%,100%
70480,Sauvigney-l?s-Pesmes,3,27,152,0%,0%,"91,3669064748201%","8,63309352517986%"
70481,Savoyeux,3,27,223,0%,0%,"86,1990950226244%","13,8009049773756%"
70482,Scey-sur-Sane-et-Saint-Albin,3,27,1577,0%,0%,"97,6295292922452%","2,37047070775483%"
70483,Scye,4,27,138,0%,0%,0%,100%
70484,Secenans,3,27,185,0%,0%,"97,8021978021978%","2,1978021978022%"
70485,Selles,4,27,222,0%,0%,0%,100%
70486,Semmadon,4,27,124,0%,0%,0%,100%
70487,Senargent-Mignafans,4,27,300,0%,0%,0%,100%
70488,Senoncourt,4,27,207,0%,0%,0%,100%
70489,Servance-Miellin,3,27,862,0%,0%,"77,8186274509804%","22,1813725490196%"
70490,Servigney,4,27,125,0%,0%,0%,100%
70491,Seveux-Motey,3,27,488,0%,0%,"98,6856516976999%","1,31434830230011%"
70492,Soing-Cubry-Charentenay,3,27,567,0%,0%,"62,4045801526717%","37,5954198473282%"
70493,Sorans-l?s-Breurey,3,27,443,0%,0%,"96,6139954853273%","3,38600451467269%"
70494,Sornay,3,27,339,0%,0%,"96,7883211678832%","3,21167883211679%"
70496,Tart?court,4,27,29,0%,0%,0%,100%
70498,Ternuay-Melay-et-Saint-Hilaire,3,27,516,0%,0%,"70,1173959445037%","29,8826040554963%"
70499,Theuley,3,27,109,0%,0%,"98,0582524271845%","1,94174757281553%"
70500,Thieffrans,4,27,182,0%,0%,0%,100%
70501,Thi?nans,3,27,97,0%,0%,"94,8979591836735%","5,10204081632653%"
70502,Tincey-et-Pontrebeau,4,27,86,0%,0%,0%,100%
70503,Traiti?fontaine,4,27,164,0%,0%,"99,4047619047619%","0,595238095238095%"
70504,Traves,3,27,372,0%,0%,"99,7198879551821%","0,280112044817927%"
70505,Le Tremblois,3,27,186,0%,0%,"98,3050847457627%","1,69491525423729%"
70506,Tr?moins,3,27,393,0%,0%,100%,0%
70507,Tr?silley,4,27,230,0%,0%,0%,100%
70509,Tromarey,4,27,99,0%,0%,0%,100%
70510,Vadans,4,27,139,0%,0%,0%,100%
70511,Vaite,3,27,219,0%,0%,"95,1456310679612%","4,85436893203883%"
70512,La Vaivre,3,27,218,0%,0%,100%,0%
70513,Vaivre-et-Montoille,2,27,2496,0%,"68,7153134635149%","30,7913669064748%","0,493319630010278%"
70514,Valay,3,27,701,0%,0%,"98,6415094339623%","1,35849056603774%"
70515,Le Val-de-Gouhenans,4,27,68,0%,0%,0%,100%
70516,Vallerois-le-Bois,4,27,261,0%,0%,0%,100%
70517,Vallerois-Lorioz,3,27,393,0%,0%,100%,0%
70518,Le Val-Saint-loi,4,27,102,0%,0%,0%,100%
70519,Vandelans,4,27,115,0%,0%,"99,0740740740741%","0,925925925925926%"
70520,Vanne,4,27,98,0%,0%,0%,100%
70521,Vantoux-et-Longevelle,3,27,180,0%,0%,"58,5635359116022%","41,4364640883978%"
70522,Varogne,4,27,145,0%,0%,0%,100%
70523,Vars,4,27,204,0%,0%,0%,100%
70524,Vauchoux,4,27,118,0%,0%,0%,100%
70525,Vauconcourt-Nervezain,4,27,221,0%,0%,0%,100%
70526,Vauvillers,3,27,694,0%,0%,"98,5702938840349%","1,42970611596505%"
70527,Vaux-le-Moncelot,3,27,71,0%,0%,100%,0%
70528,Velesmes-chevanne,3,27,504,0%,0%,"78,90625%","21,09375%"
70529,Velet,3,27,398,0%,0%,"97,7157360406091%","2,28426395939086%"
70530,Vellechevreux-et-Courbenans,4,27,130,0%,0%,0%,100%
70531,Velleclaire,3,27,109,0%,0%,"98,1818181818182%","1,81818181818182%"
70532,Vellefaux,3,27,497,0%,0%,"99,4117647058824%","0,588235294117647%"
70533,Vellefrey-et-Vellefrange,3,27,120,0%,0%,"98,3193277310924%","1,68067226890756%"
70534,Vellefrie,4,27,133,0%,0%,0%,100%
70535,Velleguindry-et-Levrecey,4,27,160,0%,0%,0%,100%
70536,Velle-le-Chtel,3,27,139,0%,0%,"97,8260869565217%","2,17391304347826%"
70537,Velleminfroy,4,27,307,0%,0%,0%,100%
70538,Vellemoz,4,27,83,0%,0%,0%,100%
70539,Vellexon-Queutrey-et-Vaudey,3,27,476,0%,0%,"90,6724511930586%","9,32754880694143%"
70540,Velloreille-l?s-Choye,4,27,80,0%,0%,0%,100%
70541,Velorcey,3,27,219,0%,0%,"99,5652173913043%","0,434782608695652%"
70542,Ven?re,4,27,225,0%,0%,0%,100%
70544,La Vergenne,4,27,121,0%,0%,0%,100%
70545,Venisey,4,27,142,0%,0%,0%,100%
